UV 1_280_ml,UV 1_280_mAU,UV 2_485_ml,UV 2_485_mAU
-4.735592,0.073664,-4.592608,0.311942
-4.735416,0.049859,-4.592169,0.304341
-4.735241,0.026596,-4.591729,0.317022
-4.735065,0.002843,-4.59129,0.330857
-4.734889,-0.020943,-4.59085,0.336714
-4.734713,-0.040843,-4.59041,0.319695
-4.734537,-0.048495,-4.589971,0.304735
-4.734362,-0.048217,-4.589531,0.299232
-4.734186,-0.047225,-4.589091,0.301081
-4.73401,-0.046244,-4.588652,0.304847
-4.733834,-0.045266,-4.588212,0.318089
-4.733658,-0.044263,-4.587772,0.329868
-4.733482,-0.033992,-4.587333,0.336422
-4.733306,-0.017296,-4.586893,0.33353
-4.73313,0.002853,-4.586453,0.329928
-4.732955,0.022423,-4.586014,0.325007
-4.732779,0.04233,-4.585574,0.319641
-4.732603,0.062393,-4.585135,0.314833
-4.732427,0.081847,-4.584695,0.312957
-4.732251,0.087459,-4.584255,0.31293
-4.732075,0.089529,-4.583816,0.315947
-4.731899,0.090247,-4.583376,0.32298
-4.731724,0.090964,-4.582936,0.331288
-4.731548,0.091681,-4.582496,0.341199
-4.731372,0.092397,-4.582057,0.349303
-4.731196,0.092995,-4.581617,0.35257
-4.73102,0.093434,-4.581177,0.344652
-4.730844,0.093793,-4.580738,0.340183
-4.730669,0.094152,-4.580298,0.340023
-4.730493,0.094515,-4.579858,0.34349
-4.730317,0.094882,-4.579419,0.342481
-4.730141,0.095239,-4.578979,0.336524
-4.729965,0.082833,-4.578539,0.333202
-4.729789,0.067507,-4.5781,0.335653
-4.729613,0.052046,-4.57766,0.345899
-4.729437,0.036942,-4.57722,0.34494
-4.729262,0.021479,-4.576781,0.33507
-4.729086,0.007006,-4.576341,0.320471
-4.72891,-0.00039,-4.575902,0.313019
-4.728734,0.014501,-4.575462,0.312632
-4.728558,0.029006,-4.575022,0.316686
-4.728383,0.043711,-4.574583,0.32438
-4.728207,0.058474,-4.574143,0.335201
-4.728031,0.072934,-4.573703,0.336285
-4.727855,0.084655,-4.573264,0.332624
-4.727679,0.081343,-4.572824,0.327848
-4.727503,0.069231,-4.572384,0.327404
-4.727327,0.056875,-4.571944,0.329725
-4.727151,0.044859,-4.571505,0.331961
-4.726975,0.032627,-4.571065,0.333946
-4.726799,0.022674,-4.570625,0.335717
-4.726624,0.017387,-4.570186,0.337394
-4.726448,0.034242,-4.569746,0.339029
-4.726272,0.050804,-4.569306,0.339466
-4.726096,0.067392,-4.568867,0.337427
-4.72592,0.084263,-4.568427,0.334367
-4.725745,0.100695,-4.567987,0.333759
-4.725569,0.108045,-4.567548,0.334678
-4.725393,0.102068,-4.567108,0.336326
-4.725217,0.082178,-4.566669,0.340514
-4.725041,0.061749,-4.566229,0.345058
-4.724865,0.041747,-4.565789,0.348882
-4.724689,0.021617,-4.56535,0.351412
-4.724514,0.002202,-4.56491,0.353519
-4.724338,-0.010671,-4.56447,0.353222
-4.724162,-0.014691,-4.564031,0.351899
-4.723986,-0.016573,-4.563591,0.350518
-4.72381,-0.018475,-4.563151,0.351148
-4.723634,-0.020335,-4.562712,0.35205
-4.723458,-0.022196,-4.562272,0.353762
