UV 1_280_ml,UV 1_280_mAU,UV 2_485_ml,UV 2_485_mAU
-4.74683,-0.070699,-4.620725,-0.243505
-4.746654,-0.068993,-4.620286,-0.242116
-4.746478,-0.067293,-4.619846,-0.235535
-4.746302,-0.065598,-4.619406,-0.227675
-4.746126,-0.063903,-4.618967,-0.222387
-4.74595,-0.062186,-4.618527,-0.227255
-4.745774,-0.058293,-4.618087,-0.234078
-4.745598,-0.05174,-4.617647,-0.243841
-4.745422,-0.042763,-4.617208,-0.255532
-4.745246,-0.033919,-4.616768,-0.267464
-4.745071,-0.024942,-4.616328,-0.262493
-4.744895,-0.016,-4.615889,-0.255218
-4.744719,-0.008437,-4.615449,-0.251326
-4.744543,-0.00732,-4.615009,-0.256636
-4.744367,-0.020735,-4.61457,-0.263421
-4.744192,-0.036368,-4.61413,-0.262458
-4.744016,-0.051806,-4.61369,-0.256989
-4.74384,-0.067013,-4.613251,-0.250703
-4.743664,-0.081876,-4.612811,-0.247505
-4.743488,-0.092722,-4.612371,-0.244695
-4.743312,-0.098617,-4.611931,-0.239185
-4.743136,-0.085127,-4.611492,-0.228928
-4.74296,-0.071836,-4.611052,-0.218686
-4.742785,-0.058724,-4.610612,-0.218579
-4.742609,-0.045706,-4.610173,-0.222327
-4.742433,-0.032579,-4.609733,-0.22677
-4.742257,-0.019338,-4.609293,-0.235185
-4.742081,-0.010745,-4.608854,-0.243604
-4.741905,-0.008472,-4.608414,-0.248672
-4.741729,-0.011836,-4.607975,-0.249632
-4.741553,-0.015311,-4.607535,-0.250452
-4.741378,-0.018871,-4.607095,-0.251038
-4.741202,-0.022488,-4.606656,-0.252137
-4.741026,-0.026095,-4.606215,-0.255628
-4.74085,-0.028931,-4.605776,-0.267909
-4.740674,-0.031133,-4.605336,-0.278042
-4.740499,-0.033108,-4.604897,-0.276485
-4.740323,-0.03508,-4.604457,-0.265264
-4.740147,-0.037026,-4.604017,-0.255535
-4.739971,-0.038994,-4.603578,-0.258988
-4.739795,-0.04072,-4.603138,-0.264045
-4.739619,-0.041814,-4.602698,-0.268517
-4.739443,-0.040632,-4.602259,-0.271566
-4.739267,-0.039434,-4.601819,-0.273574
-4.739091,-0.038247,-4.601379,-0.271929
-4.738915,-0.037074,-4.60094,-0.267583
-4.738739,-0.035891,-4.6005,-0.262726
-4.738564,-0.036181,-4.60006,-0.255829
-4.738388,-0.039626,-4.59962,-0.251898
-4.738212,-0.045738,-4.599181,-0.254673
-4.738036,-0.051883,-4.598741,-0.268378
-4.73786,-0.058032,-4.598301,-0.277575
-4.737685,-0.064127,-4.597862,-0.276116
-4.737509,-0.069499,-4.597422,-0.270359
-4.737333,-0.072635,-4.596982,-0.266854
-4.737157,-0.067671,-4.596543,-0.273501
-4.736981,-0.061915,-4.596103,-0.27895
-4.736805,-0.05619,-4.595664,-0.282101
-4.736629,-0.050473,-4.595224,-0.282448
-4.736454,-0.044731,-4.594784,-0.284491
-4.736278,-0.040095,-4.594344,-0.289416
-4.736102,-0.037728,-4.593904,-0.294438
-4.735926,-0.0387,-4.593465,-0.297936
-4.73575,-0.039716,-4.593025,-0.29781
-4.735574,-0.040724,-4.592586,-0.294139
-4.735398,-0.041724,-4.592146,-0.28587
-4.735222,-0.042959,-4.591706,-0.274281
-4.735046,-0.051002,-4.591267,-0.268314
-4.734871,-0.068461,-4.590827,-0.27201
-4.734695,-0.089302,-4.590387,-0.277497
-4.734519,-0.10999,-4.589948,-0.282544
-4.734343,-0.130914,-4.589508,-0.286743
-4.734167,-0.151796,-4.589068,-0.286635
-4.733992,-0.165493,-4.588629,-0.281865
-4.733816,-0.166377,-4.588189,-0.27503
-4.73364,-0.145433,-4.587749,-0.272952
-4.733464,-0.124766,-4.587309,-0.278135
-4.733288,-0.104155,-4.58687,-0.283787
-4.733112,-0.083516,-4.58643,-0.288916
-4.732936,-0.062827,-4.58599,-0.293311
-4.73276,-0.050768,-4.585551,-0.292367
-4.732584,-0.04641,-4.585111,-0.286726
-4.732409,-0.047375,-4.584671,-0.28071
-4.732233,-0.048329,-4.584232,-0.279808
-4.732057,-0.049318,-4.583792,-0.287072
-4.731881,-0.050309,-4.583353,-0.289659
-4.731705,-0.051558,-4.582913,-0.288281
-4.731529,-0.053782,-4.582473,-0.282049
-4.731353,-0.056542,-4.582033,-0.279993
-4.731178,-0.059287,-4.581594,-0.28088
-4.731002,-0.061992,-4.581154,-0.285912
-4.730826,-0.06476,-4.580714,-0.290828
-4.73065,-0.067554,-4.580275,-0.295444
-4.730474,-0.070111,-4.579835,-0.300146
-4.730299,-0.072518,-4.579395,-0.306146
-4.730123,-0.074935,-4.578956,-0.312796
-4.729947,-0.077279,-4.578516,-0.31361
-4.729771,-0.079674,-4.578076,-0.308575
-4.729595,-0.082073,-4.577637,-0.299692
-4.729419,-0.084424,-4.577197,-0.294077
-4.729243,-0.097105,-4.576757,-0.289725
-4.729067,-0.112347,-4.576318,-0.289355
-4.728891,-0.128613,-4.575878,-0.297488
-4.728715,-0.144798,-4.575438,-0.309233
-4.728539,-0.161214,-4.574998,-0.314301
-4.728364,-0.17808,-4.574559,-0.314458
-4.728188,-0.184882,-4.574119,-0.312381
-4.728012,-0.176713,-4.573679,-0.309281
-4.727836,-0.161748,-4.57324,-0.306151
-4.72766,-0.14686,-4.5728,-0.303463
-4.727485,-0.131748,-4.572361,-0.301581
-4.727309,-0.11637,-4.571921,-0.299992
-4.727133,-0.101707,-4.571481,-0.299497
-4.726957,-0.092212,-4.571042,-0.299487
-4.726781,-0.085407,-4.570602,-0.299387
-4.726605,-0.079886,-4.570162,-0.297209
-4.726429,-0.074279,-4.569722,-0.295029
-4.726254,-0.068698,-4.569283,-0.296842
