UV 1_280_ml,UV 1_280_mAU,UV 2_485_ml,UV 2_485_mAU
-0.529289,-0.133471,-0.421946,-0.17847
-0.529147,-0.13133,-0.421591,-0.171135
-0.529005,-0.12921,-0.421237,-0.163915
-0.528863,-0.131798,-0.420883,-0.161634
-0.528722,-0.137706,-0.420529,-0.164667
-0.52858,-0.15722,-0.420174,-0.167498
-0.528438,-0.17645,-0.41982,-0.170263
-0.528297,-0.195402,-0.419466,-0.171608
-0.528155,-0.214739,-0.419111,-0.172808
-0.528013,-0.234139,-0.418757,-0.174147
-0.527872,-0.253495,-0.418403,-0.175706
-0.52773,-0.265573,-0.418049,-0.1778
-0.527588,-0.272382,-0.417695,-0.180346
-0.527447,-0.261358,-0.41734,-0.183162
-0.527305,-0.247697,-0.416986,-0.190279
-0.527163,-0.234497,-0.416632,-0.196721
-0.527021,-0.221301,-0.416277,-0.201813
-0.52688,-0.208108,-0.415923,-0.197795
-0.526738,-0.19477,-0.415569,-0.190213
-0.526596,-0.181355,-0.415215,-0.182915
-0.526455,-0.173445,-0.41486,-0.175907
-0.526313,-0.16782,-0.414506,-0.169277
-0.526171,-0.168007,-0.414152,-0.164383
-0.52603,-0.168197,-0.413798,-0.16168
-0.525888,-0.168389,-0.413443,-0.168712
-0.525746,-0.16858,-0.413089,-0.172903
-0.525605,-0.168772,-0.412735,-0.174447
-0.525463,-0.168966,-0.412381,-0.159234
-0.525321,-0.168539,-0.412026,-0.143929
-0.52518,-0.167744,-0.411672,-0.135626
-0.525038,-0.166401,-0.411318,-0.142944
-0.524896,-0.165056,-0.410964,-0.160798
-0.524754,-0.163716,-0.410609,-0.17243
-0.524613,-0.162351,-0.410255,-0.178775
-0.524471,-0.160977,-0.409901,-0.174263
-0.524329,-0.159638,-0.409547,-0.171586
-0.524188,-0.161245,-0.409192,-0.170006
-0.524046,-0.167168,-0.408838,-0.173517
-0.523904,-0.176688,-0.408484,-0.176301
-0.523763,-0.187341,-0.40813,-0.178014
-0.523621,-0.197991,-0.407775,-0.17733
-0.523479,-0.208683,-0.407421,-0.176018
-0.523337,-0.219422,-0.407067,-0.175771
-0.523196,-0.23009,-0.406713,-0.17655
-0.523054,-0.238287,-0.406358,-0.17844
-0.522912,-0.235954,-0.406004,-0.177247
-0.522771,-0.230222,-0.40565,-0.174319
-0.522629,-0.221458,-0.405296,-0.167156
-0.522487,-0.212529,-0.404941,-0.16345
-0.522346,-0.203606,-0.404587,-0.162384
-0.522204,-0.194768,-0.404233,-0.169128
-0.522062,-0.186013,-0.403879,-0.175893
-0.521921,-0.177311,-0.403524,-0.181167
-0.521779,-0.177677,-0.40317,-0.184503
-0.521637,-0.179481,-0.402816,-0.186746
-0.521496,-0.183174,-0.402462,-0.188332
-0.521354,-0.186921,-0.402107,-0.189589
-0.521212,-0.190696,-0.401753,-0.190284
-0.52107,-0.194411,-0.401399,-0.188954
-0.520929,-0.198123,-0.401045,-0.186617
-0.520787,-0.201827,-0.40069,-0.181872
-0.520645,-0.214241,-0.400336,-0.177912
-0.520504,-0.229796,-0.399982,-0.174956
-0.520362,-0.245535,-0.399628,-0.17336
-0.52022,-0.261289,-0.399273,-0.172518
-0.520079,-0.277062,-0.398919,-0.17381
-0.519937,-0.292686,-0.398565,-0.176054
-0.519795,-0.308184,-0.398211,-0.179147
-0.519654,-0.323156,-0.397856,-0.178478
-0.519512,-0.321688,-0.397502,-0.176612
-0.51937,-0.304622,-0.397148,-0.172754
-0.519228,-0.286883,-0.396794,-0.169784
-0.519087,-0.269031,-0.396439,-0.167399
-0.518945,-0.251162,-0.396085,-0.165937
-0.518803,-0.233263,-0.395731,-0.164198
-0.518662,-0.215342,-0.395377,-0.161869
-0.51852,-0.19902,-0.395022,-0.159208
