UV 1_280_ml,UV 1_280_mAU,UV 2_485_ml,UV 2_485_mAU
-0.526469,-0.640794,-0.414865,-0.237882
-0.526327,-0.613365,-0.41451,-0.23708
-0.526185,-0.595244,-0.414156,-0.234695
-0.526044,-0.587283,-0.413802,-0.231751
-0.525902,-0.608016,-0.413447,-0.227635
-0.52576,-0.628886,-0.413093,-0.222405
-0.525619,-0.649849,-0.412739,-0.215875
-0.525477,-0.670352,-0.412385,-0.208279
-0.525335,-0.691005,-0.41203,-0.197976
-0.525194,-0.712053,-0.411676,-0.190968
-0.525052,-0.724669,-0.411322,-0.186231
-0.52491,-0.733104,-0.410968,-0.197073
-0.524768,-0.71841,-0.410613,-0.206707
-0.524627,-0.703755,-0.410259,-0.212655
-0.524485,-0.689167,-0.409905,-0.210114
-0.524343,-0.674505,-0.40955,-0.203325
-0.524202,-0.659825,-0.409196,-0.199459
-0.52406,-0.645246,-0.408842,-0.198052
-0.523918,-0.633489,-0.408488,-0.200349
-0.523777,-0.625209,-0.408133,-0.201696
-0.523635,-0.624246,-0.407779,-0.202432
-0.523493,-0.625094,-0.407425,-0.201124
-0.523352,-0.625941,-0.407071,-0.19975
-0.52321,-0.626785,-0.406716,-0.198302
-0.523068,-0.627624,-0.406362,-0.196687
-0.522926,-0.628483,-0.406008,-0.195078
-0.522785,-0.629274,-0.405653,-0.193611
-0.522643,-0.629828,-0.405299,-0.192342
-0.522501,-0.630278,-0.404945,-0.191219
-0.52236,-0.630645,-0.404591,-0.19279
-0.522218,-0.631017,-0.404236,-0.19602
-0.522076,-0.631387,-0.403882,-0.202747
-0.521935,-0.631751,-0.403528,-0.207535
-0.521793,-0.632115,-0.403174,-0.211235
-0.521651,-0.632481,-0.402819,-0.210312
-0.52151,-0.643544,-0.402465,-0.211479
-0.521368,-0.659204,-0.402111,-0.216329
-0.521226,-0.683634,-0.401756,-0.226837
-0.521084,-0.707802,-0.401402,-0.23873
-0.520943,-0.731876,-0.401048,-0.241092
-0.520801,-0.756688,-0.400694,-0.237493
-0.520659,-0.78152,-0.400339,-0.226605
-0.520518,-0.806382,-0.399985,-0.221023
-0.520376,-0.812581,-0.399631,-0.218007
-0.520234,-0.811369,-0.399276,-0.221398
-0.520093,-0.789078,-0.398922,-0.220733
-0.519951,-0.766766,-0.398568,-0.216606
-0.519809,-0.744429,-0.398214,-0.206773
-0.519667,-0.722335,-0.397859,-0.19809
-0.519526,-0.700349,-0.397505,-0.19548
-0.519384,-0.678615,-0.397151,-0.196727
-0.519242,-0.662997,-0.396797,-0.200581
